TransactionAmount,TransactionType,Location,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,transaction_hour,transaction_day,transaction_month,days_since_last_transaction,Channel_ATM,Channel_Branch,Channel_Online,CustomerOccupation_Doctor,CustomerOccupation_Engineer,CustomerOccupation_Retired,CustomerOccupation_Student
389.05,1,0.02140368342458935,27,41,1,761.0,17,4,1,668,1,0,0,0,0,0,1
241.21,1,0.024888003982080638,31,108,1,1220.86,16,0,9,406,1,0,0,0,1,0,0
145.54,1,0.022896963663514187,21,96,1,1930.96,16,3,3,613,0,0,1,0,0,0,1
29.19,0,0.022399203583872575,58,41,1,12059.85,17,2,1,649,0,1,0,1,0,0,0
738.94,1,0.0273768043802887,41,173,1,13856.18,18,0,10,392,0,1,0,1,0,0,0
113.02,0,0.02040816326530612,69,166,1,6077.96,16,0,9,406,0,1,0,0,0,1,0
56.94,0,0.02538576406172225,76,74,1,7004.63,16,0,12,329,0,0,1,0,0,1,0
115.22,1,0.0233947237431558,27,108,1,906.2,17,4,12,332,0,1,0,0,1,0,0
373.99,1,0.019910403185664508,60,140,1,8590.5,16,0,10,378,1,0,0,1,0,0,0
1228.81,1,0.0233947237431558,26,254,1,1821.0,16,0,2,623,1,0,0,0,0,0,1
1340.19,0,0.023892483822797413,54,30,1,8654.28,17,4,9,402,0,0,1,0,1,0,0
142.19,1,0.023892483822797413,18,27,4,524.46,18,3,6,508,0,1,0,0,0,0,1
325.03,1,0.02040816326530612,60,106,1,13521.76,17,2,1,663,0,1,0,1,0,0,0
334.07,1,0.024390243902439025,59,200,1,7306.79,17,4,8,451,0,1,0,0,1,0,0
505.6,1,0.02538576406172225,52,183,1,5347.57,17,1,2,629,0,1,0,0,0,1,0
392.05,1,0.02538576406172225,60,172,1,4383.69,16,0,6,504,1,0,0,0,1,0,0
539.35,1,0.023892483822797413,55,127,1,3919.44,17,0,5,532,1,0,0,0,0,1,0
83.95,1,0.024390243902439025,75,170,1,7413.18,16,2,6,509,0,0,1,0,0,1,0
196.49,1,0.02687904430064709,41,65,1,7516.56,17,4,12,318,0,1,0,0,1,0,0
330.91,1,0.02538576406172225,36,28,1,6481.35,17,0,3,609,1,0,0,0,1,0,0
283.23,1,0.01841712294673967,40,98,1,2008.77,16,0,2,637,0,0,1,0,1,0,0
56.11,1,0.02538576406172225,36,109,1,11123.65,17,0,3,588,0,1,0,1,0,0,0
69.43,1,0.022399203583872575,30,162,1,9281.85,17,0,2,637,1,0,0,0,1,0,0
11.02,1,0.023892483822797413,42,42,1,7879.66,17,0,7,462,0,0,1,1,0,0,0
473.2,1,0.023892483822797413,34,173,1,248.52,16,0,8,455,0,0,1,1,0,0,0
873.65,0,0.02687904430064709,37,59,1,12139.83,16,3,3,592,0,0,1,1,0,0,0
199.84,1,0.02140368342458935,21,150,1,706.44,16,0,1,658,1,0,0,0,0,0,1
218.07,1,0.023892483822797413,23,243,1,443.62,18,0,11,364,0,1,0,0,0,0,1
40.79,1,0.023892483822797413,18,80,1,1769.33,16,4,11,353,1,0,0,0,0,0,1
184.97,1,0.02538576406172225,58,268,1,1156.67,16,0,6,497,0,1,0,1,0,0,0
353.69,1,0.023892483822797413,59,163,1,9500.79,16,1,8,440,0,0,1,0,1,0,0
447.83,0,0.02140368342458935,53,88,1,13273.08,16,1,8,447,0,1,0,1,0,0,0
90.88,1,0.022399203583872575,26,284,1,7117.35,17,0,11,350,1,0,0,0,1,0,0
737.46,0,0.017421602787456445,53,75,4,634.16,16,1,1,671,0,1,0,1,0,0,0
502.9,0,0.02538576406172225,26,141,1,341.24,17,0,9,413,0,0,1,0,0,0,1
152.18,0,0.0273768043802887,39,176,4,2459.84,16,0,8,455,0,0,1,0,1,0,0
110.17,1,0.022896963663514187,30,137,1,464.2,16,3,9,424,1,0,0,0,1,0,0
127.78,1,0.02538576406172225,20,170,1,1046.66,16,1,4,559,1,0,0,0,0,0,1
36.97,1,0.021901443504230962,41,79,1,2850.92,17,2,8,439,0,1,0,0,1,0,0
91.53,1,0.023892483822797413,44,69,1,14676.05,16,0,3,602,0,1,0,1,0,0,0
40.32,1,0.023892483822797413,37,95,1,2686.52,16,2,3,586,0,1,0,0,1,0,0
35.84,0,0.022399203583872575,54,172,1,4795.65,17,1,3,587,0,0,1,0,0,1,0
660.02,1,0.022399203583872575,20,84,1,414.43,16,3,10,389,0,1,0,0,0,0,1
1309.79,1,0.0233947237431558,23,139,1,1258.93,16,0,3,609,1,0,0,0,0,0,1
316.95,1,0.0233947237431558,25,83,1,1324.03,17,4,8,458,0,1,0,0,0,0,1
655.15,1,0.0273768043802887,26,264,1,5587.44,16,0,1,672,1,0,0,0,1,0,0
61.43,1,0.0233947237431558,24,170,1,1882.77,16,3,6,494,0,0,1,0,0,0,1
105.53,1,0.022399203583872575,24,88,1,1433.66,16,4,6,507,0,0,1,0,0,0,1
702.87,1,0.018914883026381283,19,184,1,1237.5,17,2,6,516,1,0,0,0,0,0,1
580.71,1,0.0273768043802887,53,95,1,5670.0,16,2,9,411,1,0,0,0,1,0,0
171.42,0,0.0233947237431558,67,291,1,2796.24,17,0,5,546,0,1,0,0,0,1,0
21.27,0,0.0233947237431558,62,114,1,7392.79,17,0,7,469,0,0,1,0,0,1,0
560.15,0,0.0233947237431558,50,92,1,817.83,18,0,8,448,0,0,1,0,1,0,0
642.53,1,0.0233947237431558,65,128,1,11417.91,16,0,8,448,1,0,0,1,0,0,0
98.53,1,0.02538576406172225,69,166,1,3564.8,16,0,1,658,0,1,0,0,0,1,0
11.86,1,0.019910403185664508,31,129,1,6782.61,16,1,9,426,0,1,0,0,1,0,0
510.24,1,0.02687904430064709,19,105,1,781.7,16,0,10,392,0,0,1,0,0,0,1
319.5,0,0.021901443504230962,29,69,1,2366.3,16,4,6,514,0,1,0,0,1,0,0
114.98,1,0.0273768043802887,59,80,1,6144.68,16,2,11,369,0,0,1,0,0,1,0
11.18,1,0.02538576406172225,53,144,1,7467.3,16,0,2,616,1,0,0,0,1,0,0
590.26,0,0.023892483822797413,25,48,1,1068.28,16,0,6,504,0,1,0,0,0,0,1
33.06,0,0.02687904430064709,53,170,1,1540.87,16,1,1,657,0,0,1,0,0,1,0
116.86,1,0.017421602787456445,55,171,1,6706.56,18,0,3,595,1,0,0,0,1,0,0
199.8,1,0.025883524141363863,20,163,1,167.28,16,0,7,469,1,0,0,0,0,0,1
737.1,1,0.018914883026381283,60,92,1,4644.19,16,2,7,474,1,0,0,0,0,1,0
33.76,1,0.0273768043802887,26,227,1,3253.51,17,0,1,658,0,0,1,0,1,0,0
408.28,0,0.022399203583872575,21,125,3,1222.77,16,2,3,600,0,1,0,0,0,0,1
82.67,1,0.023892483822797413,26,46,1,290.59,16,4,8,437,0,1,0,0,0,0,1
878.63,1,0.021901443504230962,60,139,1,4954.37,16,3,4,578,1,0,0,0,1,0,0
57.16,1,0.021901443504230962,40,74,1,222.22,18,3,6,508,1,0,0,0,1,0,0
118.69,1,0.024888003982080638,33,296,1,749.34,18,0,2,630,0,0,1,1,0,0,0
26.55,1,0.023892483822797413,77,228,1,3085.38,17,2,9,411,1,0,0,0,0,1,0
320.14,1,0.023892483822797413,60,96,1,3075.97,16,1,1,643,0,0,1,0,0,1,0
217.5,0,0.02538576406172225,46,35,1,3057.4,18,0,10,378,0,1,0,0,1,0,0
159.32,1,0.0273768043802887,18,100,1,304.44,18,0,1,658,0,1,0,0,0,0,1
117.25,0,0.02140368342458935,31,73,1,13694.68,16,0,4,581,0,0,1,1,0,0,0
13.3,1,0.0233947237431558,23,63,1,213.0,16,1,6,517,1,0,0,0,0,0,1
11.02,1,0.02687904430064709,19,280,1,964.79,16,0,11,357,0,1,0,0,0,0,1
498.67,1,0.02538576406172225,28,244,1,1719.97,16,1,12,335,0,0,1,0,0,0,1
414.49,0,0.0233947237431558,58,108,1,12709.58,16,0,2,630,0,0,1,1,0,0,0
769.97,1,0.02538576406172225,22,23,1,1244.93,18,3,2,627,0,1,0,0,0,0,1
35.46,1,0.0233947237431558,67,164,1,5692.31,16,1,7,475,1,0,0,1,0,0,0
184.51,0,0.015430562468889995,54,118,1,9381.64,16,0,9,427,0,0,1,1,0,0,0
218.19,1,0.023892483822797413,19,185,1,620.83,16,1,5,531,1,0,0,0,0,0,1
44.54,1,0.0233947237431558,31,164,1,362.4,16,0,10,385,1,0,0,0,1,0,0
42.26,1,0.022896963663514187,44,171,1,268.77,16,3,10,375,1,0,0,1,0,0,0
568.52,1,0.0233947237431558,46,152,1,5499.91,18,4,10,395,1,0,0,0,1,0,0
87.85,1,0.022399203583872575,49,63,1,3753.24,17,2,12,327,0,1,0,0,1,0,0
230.66,1,0.023892483822797413,21,135,1,618.05,18,0,3,588,0,1,0,0,0,0,1
114.35,0,0.01841712294673967,41,21,1,469.12,16,0,11,343,0,1,0,0,1,0,0
125.39,1,0.0273768043802887,21,140,1,202.69,16,0,7,462,1,0,0,0,0,0,1
74.67,1,0.0233947237431558,43,283,1,3449.35,17,0,5,539,1,0,0,0,1,0,0
255.04,1,0.0273768043802887,45,152,1,6217.86,16,3,11,347,1,0,0,0,1,0,0
304.75,0,0.023892483822797413,78,125,1,1916.34,16,0,2,616,0,1,0,0,0,1,0
607.28,1,0.018914883026381283,32,84,1,9679.68,16,0,1,651,1,0,0,1,0,0,0
626.9,1,0.024888003982080638,23,146,1,587.11,16,1,10,391,1,0,0,0,0,0,1
691.92,1,0.02538576406172225,19,61,1,1084.65,16,0,7,483,0,0,1,0,0,0,1
376.78,0,0.022399203583872575,21,88,1,841.65,17,0,8,448,0,0,1,0,0,0,1
780.59,0,0.02687904430064709,23,145,1,6513.34,17,2,6,495,0,0,1,0,0,0,1
36.09,1,0.021901443504230962,53,167,1,12319.26,16,4,6,507,0,1,0,1,0,0,0
214.83,0,0.02687904430064709,23,63,1,991.69,18,0,3,595,1,0,0,0,0,0,1
3.8,1,0.02538576406172225,67,140,1,6285.39,16,1,8,454,0,1,0,0,0,1,0
545.87,1,0.02538576406172225,27,41,1,4860.01,16,0,1,672,0,1,0,0,1,0,0
319.27,1,0.0233947237431558,50,150,1,10269.78,16,0,8,455,1,0,0,1,0,0,0
1045.22,1,0.021901443504230962,53,73,1,1829.9,16,2,11,348,1,0,0,0,0,1,0
241.42,0,0.02538576406172225,57,116,1,13357.02,18,3,4,564,0,0,1,1,0,0,0
214.54,0,0.025883524141363863,70,247,1,11151.53,17,4,8,458,0,0,1,1,0,0,0
140.98,1,0.0233947237431558,60,100,1,8127.48,16,3,5,529,0,1,0,0,1,0,0
384.41,1,0.02040816326530612,60,65,1,7831.56,16,0,4,567,1,0,0,0,1,0,0
85.43,1,0.021901443504230962,67,145,1,14904.9,16,2,6,516,0,1,0,1,0,0,0
204.56,0,0.02538576406172225,18,179,1,364.72,17,0,9,420,0,1,0,0,0,0,1
117.28,0,0.023892483822797413,60,16,1,3665.77,16,3,2,634,0,0,1,0,1,0,0
292.03,0,0.0233947237431558,46,154,1,951.33,16,0,9,427,1,0,0,0,1,0,0
335.7,1,0.01841712294673967,80,57,1,6601.44,17,0,1,644,1,0,0,0,0,1,0
435.08,1,0.0233947237431558,55,78,1,2103.41,16,0,7,469,0,0,1,0,1,0,0
256.8,1,0.02538576406172225,26,80,1,1128.38,16,4,2,619,1,0,0,0,0,0,1
360.02,1,0.02140368342458935,68,68,1,6400.59,16,3,2,634,0,0,1,0,0,1,0
110.93,0,0.021901443504230962,19,201,1,1952.35,16,4,4,577,0,1,0,0,0,0,1
336.39,1,0.0233947237431558,21,18,1,1000.46,16,0,1,658,0,1,0,0,0,0,1
68.62,1,0.024888003982080638,29,157,1,13891.47,16,3,6,494,0,1,0,1,0,0,0
51.07,1,0.02140368342458935,63,133,1,4292.16,18,0,1,651,0,1,0,0,0,1,0
208.04,1,0.017421602787456445,47,273,1,9344.98,17,0,11,350,0,0,1,0,1,0,0
183.71,1,0.02538576406172225,38,102,1,552.52,18,0,6,504,1,0,0,0,1,0,0
211.36,1,0.0233947237431558,47,194,1,4760.34,17,3,9,417,0,1,0,0,1,0,0
431.08,1,0.017421602787456445,59,25,1,6760.22,18,0,7,476,0,1,0,0,0,1,0
236.81,1,0.02687904430064709,22,15,1,813.68,16,3,10,375,0,1,0,0,0,0,1
65.09,0,0.0273768043802887,44,159,1,9370.9,17,1,2,615,0,0,1,0,1,0,0
428.61,1,0.02538576406172225,51,131,1,2116.36,16,0,10,392,0,1,0,0,0,1,0
680.76,1,0.02538576406172225,21,165,1,572.97,16,0,2,616,0,1,0,0,0,0,1
267.17,1,0.0273768043802887,26,170,1,1382.62,16,3,8,438,1,0,0,0,0,0,1
1169.59,1,0.024390243902439025,28,114,1,5946.45,17,0,12,315,0,0,1,0,0,0,1
231.91,1,0.0233947237431558,34,165,1,112.76,18,1,1,643,1,0,0,0,1,0,0
842.01,0,0.021901443504230962,53,185,1,509.45,16,1,9,419,0,0,1,1,0,0,0
608.79,1,0.02687904430064709,55,157,1,2991.17,18,4,11,367,0,0,1,0,1,0,0
21.4,1,0.02538576406172225,34,258,1,9594.11,16,1,12,314,0,1,0,0,1,0,0
331.32,1,0.019910403185664508,61,137,5,13054.54,17,0,6,518,0,1,0,1,0,0,0
329.14,1,0.019910403185664508,55,14,1,12033.92,16,1,11,356,0,1,0,1,0,0,0
20.62,0,0.0273768043802887,35,225,1,12500.8,17,2,6,502,1,0,0,1,0,0,0
74.11,0,0.021901443504230962,69,71,4,3920.11,16,4,9,423,0,0,1,0,0,1,0
25.36,1,0.017421602787456445,57,78,1,201.04,17,0,7,476,1,0,0,0,1,0,0
590.68,1,0.018914883026381283,27,23,1,852.2,16,0,9,406,0,1,0,0,0,0,1
132.36,1,0.022399203583872575,28,160,1,319.65,17,0,3,602,0,1,0,0,0,0,1
1092.73,1,0.021901443504230962,58,11,1,1390.98,17,0,1,651,0,1,0,0,0,1,0
845.14,0,0.02687904430064709,73,183,1,1702.65,16,0,1,665,0,1,0,0,0,1,0
38.95,1,0.0273768043802887,27,50,1,731.52,16,2,10,383,0,0,1,0,1,0,0
8.81,1,0.02140368342458935,57,165,1,13523.65,16,0,5,532,0,0,1,1,0,0,0
83.24,0,0.02687904430064709,55,164,1,1181.31,18,0,10,385,0,1,0,1,0,0,0
79.76,1,0.022896963663514187,39,170,1,6452.14,16,0,2,637,0,1,0,0,1,0,0
1212.51,1,0.0233947237431558,20,24,1,605.95,16,2,10,397,0,1,0,0,0,0,1
246.27,1,0.02538576406172225,29,141,1,7299.86,16,2,12,313,0,0,1,1,0,0,0
429.15,1,0.022399203583872575,26,218,1,712.13,16,3,3,606,0,1,0,0,0,0,1
26.1,0,0.025883524141363863,66,115,1,5243.0,17,4,12,339,0,1,0,1,0,0,0
124.22,1,0.02538576406172225,23,172,1,9695.04,17,4,5,535,1,0,0,0,0,0,1
132.33,0,0.0233947237431558,35,47,1,7457.94,16,4,11,360,1,0,0,0,1,0,0
109.91,1,0.0273768043802887,38,90,1,12896.06,16,0,5,553,0,1,0,1,0,0,0
35.98,0,0.022399203583872575,40,133,1,11147.34,16,3,8,445,0,1,0,1,0,0,0
111.41,1,0.024888003982080638,21,181,1,1204.11,17,2,12,313,0,1,0,0,0,0,1
317.53,1,0.02538576406172225,44,104,1,6237.68,18,4,2,619,0,0,1,0,1,0,0
820.62,0,0.02538576406172225,61,158,1,6024.8,17,4,3,612,0,1,0,1,0,0,0
84.91,1,0.022896963663514187,18,68,1,1671.86,18,0,10,385,0,0,1,0,0,0,1
83.79,1,0.022399203583872575,57,47,1,5061.3,16,3,10,389,1,0,0,0,1,0,0
99.36,1,0.0273768043802887,40,46,1,1272.12,16,1,5,545,1,0,0,1,0,0,0
54.03,0,0.023892483822797413,56,161,1,6736.3,17,1,9,412,1,0,0,0,0,1,0
498.59,1,0.0273768043802887,57,138,1,2619.46,18,0,10,378,0,0,1,0,0,1,0
535.91,1,0.022399203583872575,43,22,1,9642.12,16,4,7,486,0,0,1,0,1,0,0
224.28,1,0.024888003982080638,64,68,1,5767.51,16,2,2,628,0,0,1,0,0,1,0
275.59,0,0.0273768043802887,53,238,1,6313.22,16,1,10,391,0,1,0,0,0,1,0
56.98,0,0.02687904430064709,43,122,2,5688.37,16,0,1,308,1,0,0,0,1,0,0
165.25,1,0.019910403185664508,35,106,1,9939.94,17,4,11,346,0,0,1,1,0,0,0
197.49,0,0.02538576406172225,53,30,1,5005.33,16,0,7,490,0,0,1,0,0,1,0
73.55,1,0.02140368342458935,51,158,1,2812.06,16,0,1,665,1,0,0,0,1,0,0
100.13,1,0.02538576406172225,57,168,1,5209.16,16,0,12,329,0,1,0,1,0,0,0
18.35,1,0.022399203583872575,21,78,1,1293.39,16,0,9,413,0,1,0,0,0,0,1
251.54,1,0.02687904430064709,48,177,1,254.75,17,2,3,593,0,1,0,1,0,0,0
644.17,1,0.0233947237431558,29,72,1,1143.52,16,3,3,613,1,0,0,0,1,0,0
136.31,1,0.022399203583872575,74,65,1,4384.95,16,0,10,371,0,0,1,0,0,1,0
877.81,1,0.0273768043802887,22,150,1,399.0,17,0,3,602,0,0,1,0,0,0,1
444.47,1,0.023892483822797413,57,61,1,6062.94,16,0,1,658,0,0,1,0,0,1,0
5.29,1,0.0233947237431558,52,276,1,11263.89,18,2,3,607,0,0,1,1,0,0,0
61.4,1,0.023892483822797413,41,20,2,7892.87,16,0,1,644,0,1,0,0,1,0,0
70.23,1,0.0233947237431558,38,260,1,11624.93,16,2,9,418,1,0,0,1,0,0,0
50.52,1,0.02538576406172225,20,140,1,1121.19,16,0,10,385,0,0,1,0,0,0,1
449.18,1,0.02538576406172225,67,50,1,1025.99,17,0,12,315,0,0,1,0,0,1,0
194.29,0,0.0273768043802887,39,10,1,2988.41,16,0,1,651,0,1,0,0,1,0,0
1001.83,1,0.0273768043802887,31,55,1,9733.83,17,0,7,476,0,0,1,1,0,0,0
512.76,1,0.02538576406172225,52,26,1,5121.36,16,1,4,573,1,0,0,1,0,0,0
14.09,1,0.02538576406172225,70,81,1,5112.21,16,1,4,573,1,0,0,1,0,0,0
188.7,1,0.024390243902439025,54,123,1,5077.06,16,4,2,633,0,1,0,0,0,1,0
47.48,1,0.01841712294673967,24,66,1,585.52,16,0,2,623,0,1,0,0,0,0,1
43.65,0,0.02538576406172225,30,212,1,2870.67,16,0,10,371,0,1,0,0,1,0,0
494.66,1,0.023892483822797413,33,110,1,5531.93,16,0,6,504,0,0,1,1,0,0,0
922.55,1,0.025883524141363863,63,87,1,4715.84,16,0,1,651,1,0,0,0,0,1,0
112.27,1,0.0273768043802887,58,102,1,7369.89,17,3,10,382,0,1,0,1,0,0,0
178.55,1,0.023892483822797413,55,67,1,7568.4,16,4,12,325,0,1,0,0,1,0,0
432.1,1,0.0233947237431558,49,240,1,2114.3,16,0,3,595,1,0,0,0,1,0,0
23.24,1,0.0233947237431558,68,129,1,13777.79,16,3,4,571,0,1,0,1,0,0,0
1.98,1,0.0273768043802887,66,170,1,11619.1,17,0,12,315,1,0,0,1,0,0,0
361.92,1,0.025883524141363863,54,111,1,7474.31,16,0,2,623,1,0,0,0,0,1,0
377.97,1,0.02538576406172225,72,160,1,2457.1,16,4,11,353,0,0,1,0,0,1,0
158.41,1,0.019910403185664508,28,16,1,1512.16,16,3,2,634,0,1,0,0,0,0,1
350.96,1,0.02687904430064709,63,167,1,5463.94,16,3,6,515,1,0,0,0,0,1,0
1192.95,1,0.022399203583872575,23,73,1,325.15,18,0,12,336,0,1,0,0,0,0,1
56.96,1,0.017421602787456445,22,135,1,1597.85,17,0,6,497,1,0,0,0,0,0,1
358.18,1,0.02538576406172225,18,157,1,619.86,16,0,4,574,1,0,0,0,0,0,1
48.78,0,0.02538576406172225,18,136,1,552.06,16,4,8,451,0,1,0,0,0,0,1
507.25,1,0.018914883026381283,73,143,1,5331.57,17,0,10,371,0,1,0,0,0,1,0
79.35,1,0.0273768043802887,67,70,1,1692.15,17,0,5,525,0,0,1,0,0,1,0
270.56,1,0.0273768043802887,23,139,1,1268.44,16,4,2,626,0,0,1,0,0,0,1
307.89,0,0.022399203583872575,62,90,1,2637.55,16,0,7,483,0,0,1,0,0,1,0
129.94,1,0.022399203583872575,32,235,1,7954.92,16,0,1,672,1,0,0,0,1,0,0
874.72,1,0.0233947237431558,28,173,1,4630.58,16,4,3,612,0,0,1,0,1,0,0
76.39,1,0.019910403185664508,30,80,1,11584.32,16,0,2,616,0,0,1,1,0,0,0
77.03,1,0.02538576406172225,67,259,1,11310.27,16,0,6,504,1,0,0,1,0,0,0
166.06,1,0.0233947237431558,30,172,1,5397.68,16,4,7,479,1,0,0,0,1,0,0
524.6,1,0.01841712294673967,58,76,1,13017.7,17,4,4,577,0,1,0,1,0,0,0
137.59,1,0.022399203583872575,30,95,1,10679.67,16,1,1,671,1,0,0,1,0,0,0
349.64,1,0.022399203583872575,48,226,1,6651.62,16,1,11,363,0,0,1,0,1,0,0
859.3,0,0.022399203583872575,78,68,1,1146.78,17,1,8,461,0,1,0,0,0,1,0
259.9,1,0.02687904430064709,26,100,1,914.28,16,3,6,501,0,0,1,0,0,0,1
5.66,1,0.02538576406172225,40,33,1,5434.64,18,0,12,336,0,1,0,0,1,0,0
1362.55,1,0.01841712294673967,29,106,1,2429.68,18,4,2,633,1,0,0,0,1,0,0
440.03,1,0.023892483822797413,49,88,1,1490.44,16,2,11,341,0,0,1,0,1,0,0
457.3,1,0.021901443504230962,28,15,1,8318.29,18,0,6,497,0,0,1,0,1,0,0
45.85,1,0.0273768043802887,20,92,1,1659.15,17,3,2,627,1,0,0,0,0,0,1
51.22,1,0.02538576406172225,23,82,1,1664.59,16,3,6,494,0,1,0,0,0,0,1
144.77,1,0.017421602787456445,20,159,1,867.32,16,0,7,476,0,0,1,0,0,0,1
93.82,1,0.02538576406172225,39,176,1,8422.06,17,0,6,497,0,0,1,0,1,0,0
476.99,1,0.02538576406172225,23,187,1,1154.48,16,1,1,664,0,0,1,0,0,0,1
568.88,1,0.022399203583872575,19,105,1,1307.86,16,4,2,633,0,1,0,0,0,0,1
1493.0,1,0.022399203583872575,69,151,1,1619.16,17,2,6,516,1,0,0,0,0,1,0
16.52,0,0.02538576406172225,25,135,1,835.53,17,2,1,670,0,0,1,0,0,0,1
1159.39,1,0.02687904430064709,41,150,1,6499.53,16,3,10,389,0,0,1,1,0,0,0
595.91,0,0.0233947237431558,19,162,1,1673.76,18,3,8,452,1,0,0,0,0,0,1
517.68,1,0.024888003982080638,31,24,1,11305.81,17,2,4,579,1,0,0,1,0,0,0
76.21,1,0.0273768043802887,22,69,1,664.93,16,1,1,664,0,1,0,0,0,0,1
815.96,1,0.022399203583872575,55,120,1,1021.88,16,4,3,584,1,0,0,1,0,0,0
689.29,1,0.01841712294673967,22,100,1,168.84,17,4,1,668,1,0,0,0,0,0,1
137.86,0,0.019910403185664508,66,120,1,8046.94,16,0,8,434,0,0,1,1,0,0,0
313.65,0,0.024888003982080638,55,173,1,1886.36,16,0,1,644,0,1,0,0,0,1,0
237.99,0,0.02538576406172225,39,86,1,8510.09,16,0,5,546,0,1,0,1,0,0,0
119.01,1,0.0273768043802887,45,87,1,9798.26,17,0,3,602,1,0,0,1,0,0,0
64.01,0,0.0273768043802887,19,240,1,1225.69,18,0,10,371,0,1,0,0,0,0,1
123.85,1,0.022399203583872575,56,244,1,3959.62,18,4,8,437,0,0,1,0,1,0,0
69.8,0,0.024390243902439025,27,138,1,136.77,16,1,5,552,0,1,0,0,0,0,1
74.72,1,0.0233947237431558,26,132,1,165.75,18,1,7,468,0,0,1,0,0,0,1
37.58,1,0.0233947237431558,57,182,1,259.44,18,0,4,567,1,0,0,1,0,0,0
366.43,0,0.015430562468889995,21,92,1,1560.45,16,0,1,644,0,0,1,0,0,0,1
590.01,1,0.023892483822797413,29,140,3,9791.74,16,0,2,637,0,0,1,1,0,0,0
248.95,0,0.0233947237431558,65,29,1,3059.79,16,4,6,507,0,1,0,0,0,1,0
95.35,1,0.024888003982080638,21,131,1,1639.9,16,2,7,467,0,0,1,0,0,0,1
8.98,1,0.025883524141363863,66,56,1,4516.76,16,0,8,441,0,0,1,0,0,1,0
506.9,0,0.023892483822797413,64,56,1,11471.87,17,2,11,369,0,1,0,1,0,0,0
584.41,1,0.022399203583872575,23,41,1,4475.22,16,0,1,672,1,0,0,0,0,0,1
302.86,1,0.0273768043802887,55,275,1,5239.24,18,0,7,490,0,0,1,1,0,0,0
202.55,1,0.02140368342458935,21,34,2,701.73,18,1,11,356,1,0,0,0,0,0,1
280.61,1,0.0233947237431558,47,129,3,7888.76,16,0,11,343,1,0,0,0,1,0,0
254.77,1,0.02538576406172225,57,57,1,5994.87,16,2,1,656,0,1,0,0,1,0,0
555.71,0,0.02538576406172225,22,73,1,830.37,17,0,1,651,0,1,0,0,0,0,1
346.65,1,0.018914883026381283,30,60,1,6356.96,16,0,1,308,0,0,1,0,1,0,0
328.47,1,0.0233947237431558,63,119,1,4323.66,18,0,7,462,1,0,0,0,0,1,0
83.39,1,0.024888003982080638,32,158,1,13182.11,16,0,9,413,0,1,0,1,0,0,0
230.32,1,0.022399203583872575,35,56,1,791.46,18,0,5,539,0,1,0,0,1,0,0
186.69,1,0.024390243902439025,30,54,1,8602.22,16,4,12,311,0,1,0,0,1,0,0
471.75,0,0.023892483822797413,34,41,1,12948.5,18,1,6,517,0,1,0,1,0,0,0
557.41,0,0.018914883026381283,80,49,1,2968.75,16,4,4,570,0,0,1,0,0,1,0
278.27,1,0.02687904430064709,29,123,1,6684.34,16,0,4,574,0,1,0,1,0,0,0
130.54,1,0.02140368342458935,64,94,1,11204.62,17,2,4,579,1,0,0,1,0,0,0
25.29,1,0.02538576406172225,50,125,1,5374.69,18,3,7,466,0,0,1,0,1,0,0
98.24,1,0.0233947237431558,28,148,1,580.66,17,0,4,574,0,0,1,0,0,0,1
345.94,1,0.015430562468889995,31,163,1,7624.56,17,0,10,392,1,0,0,1,0,0,0
189.08,1,0.02538576406172225,68,238,1,10790.8,16,0,3,602,0,1,0,1,0,0,0
66.69,0,0.0233947237431558,25,140,1,1210.33,16,2,11,369,0,1,0,0,0,0,1
157.37,0,0.02140368342458935,42,289,1,13964.31,16,2,11,355,0,1,0,1,0,0,0
373.27,0,0.02538576406172225,61,79,1,8441.61,18,1,7,475,0,0,1,1,0,0,0
172.29,1,0.01841712294673967,36,283,1,8700.8,17,0,1,644,1,0,0,0,1,0,0
1047.69,1,0.023892483822797413,20,139,1,1889.78,16,0,10,385,0,0,1,0,0,0,1
374.5,0,0.0233947237431558,26,178,1,1671.51,16,0,7,469,0,1,0,0,0,0,1
21.41,1,0.017421602787456445,57,99,1,658.91,16,0,12,336,0,0,1,1,0,0,0
265.94,1,0.02538576406172225,54,132,1,6781.3,16,0,6,518,0,0,1,0,1,0,0
244.64,1,0.02687904430064709,30,103,1,9159.56,18,1,2,622,0,1,0,1,0,0,0
1510.71,1,0.02687904430064709,66,51,1,2060.02,16,3,6,508,0,0,1,0,0,1,0
617.66,1,0.02538576406172225,42,128,1,7155.95,17,3,2,627,1,0,0,0,1,0,0
215.39,1,0.025883524141363863,27,216,1,1582.55,16,2,6,502,1,0,0,0,0,0,1
7.5,1,0.02140368342458935,63,36,1,6485.78,16,4,2,626,0,0,1,0,0,1,0
156.26,0,0.021901443504230962,46,160,1,7854.1,17,0,1,672,0,1,0,0,1,0,0
717.74,0,0.019910403185664508,42,168,1,8375.16,16,4,12,332,0,0,1,0,1,0,0
301.47,1,0.022399203583872575,21,291,1,560.73,16,3,1,648,0,1,0,0,0,0,1
97.73,1,0.019910403185664508,69,156,1,7885.21,17,0,5,525,0,1,0,1,0,0,0
34.31,1,0.0273768043802887,24,251,1,1484.76,16,4,4,556,1,0,0,0,0,0,1
